Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,275,93,275,0,0,0,=0/275,=0/93,=0/275
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,276,94,276,0,0,0,=0/276,=0/94,=0/276
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,277,95,277,0,0,0,=0/277,=0/95,=0/277
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,90717.95,0,278,96,278,0,0,0,=0/278,=0/96,=0/278
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,279,97,279,0,0,0,=0/279,=0/97,=0/279
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,280,98,280,0,0,0,=0/280,=0/98,=0/280
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,281,99,281,0,0,0,=0/281,=0/99,=0/281
gemini-2.0-flash-001,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9071.80,0,282,100,282,0,0,0,=0/282,=0/100,=0/282
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,1,101,283,0,0,0,=0/1,=0/101,=0/283
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,2,102,284,0,0,0,=0/2,=0/102,=0/284
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,3,103,285,0,0,0,=0/3,=0/103,=0/285
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,4,104,286,0,0,0,=0/4,=0/104,=0/286
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.43,0,5,105,287,0,0,0,=0/5,=0/105,=0/287
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,6,106,288,0,0,0,=0/6,=0/106,=0/288
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,7,107,289,0,0,0,=0/7,=0/107,=0/289
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,8,108,290,0,0,0,=0/8,=0/108,=0/290
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,9,109,291,0,0,0,=0/9,=0/109,=0/291
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.04,0,10,110,292,0,0,0,=0/10,=0/110,=0/292
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.74,0,11,111,293,0,0,0,=0/11,=0/111,=0/293
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,13,112,295,0,0,0,=0/13,=0/112,=0/295
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,14,113,296,0,0,0,=0/14,=0/113,=0/296
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,15,114,297,0,0,0,=0/15,=0/114,=0/297
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,16,115,298,0,0,0,=0/16,=0/115,=0/298
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,17,116,299,0,0,0,=0/17,=0/116,=0/299
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.7,0,18,117,300,0,0,0,=0/18,=0/117,=0/300
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,19,118,301,0,0,0,=0/19,=0/118,=0/301
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,20,119,302,0,0,0,=0/20,=0/119,=0/302
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,21,120,303,0,0,0,=0/21,=0/120,=0/303
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,22,121,304,0,0,0,=0/22,=0/121,=0/304
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,23,122,305,0,0,0,=0/23,=0/122,=0/305
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,12,101,294,0,0,0,=0/12,=0/101,=0/294
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,26,102,308,0,0,0,=0/26,=0/102,=0/308
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,27,103,309,0,0,0,=0/27,=0/103,=0/309
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,28,104,310,0,0,0,=0/28,=0/104,=0/310
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,29,105,311,0,0,0,=0/29,=0/105,=0/311
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,30,106,312,0,0,0,=0/30,=0/106,=0/312
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,31,107,313,0,0,0,=0/31,=0/107,=0/313
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,32,108,314,0,0,0,=0/32,=0/108,=0/314
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,33,109,315,0,0,0,=0/33,=0/109,=0/315
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,34,110,316,0,0,0,=0/34,=0/110,=0/316
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,35,111,317,0,0,0,=0/35,=0/111,=0/317
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,36,112,318,0,0,0,=0/36,=0/112,=0/318
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,37,113,319,0,0,0,=0/37,=0/113,=0/319
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,38,114,320,0,0,0,=0/38,=0/114,=0/320
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,39,115,321,0,0,0,=0/39,=0/115,=0/321
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,40,116,322,0,0,0,=0/40,=0/116,=0/322
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,41,117,323,0,0,0,=0/41,=0/117,=0/323
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,42,118,324,0,0,0,=0/42,=0/118,=0/324
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,43,119,325,0,0,0,=0/43,=0/119,=0/325
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,44,120,326,0,0,0,=0/44,=0/120,=0/326
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,45,121,327,0,0,0,=0/45,=0/121,=0/327
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,46,122,328,0,0,0,=0/46,=0/122,=0/328
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,24,83,306,0,0,0,=0/24,=0/83,=0/306
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.9532894125,0,48,84,330,0,0,0,=0/48,=0/84,=0/330
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,49,85,331,0,0,0,=0/49,=0/85,=0/331
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,50,86,332,0,0,0,=0/50,=0/86,=0/332
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.9532894125,0,51,87,333,0,0,0,=0/51,=0/87,=0/333
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,52,88,334,0,0,0,=0/52,=0/88,=0/334
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,53,89,335,0,0,0,=0/53,=0/89,=0/335
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,54,90,336,0,0,0,=0/54,=0/90,=0/336
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,55,91,337,0,0,0,=0/55,=0/91,=0/337
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,56,92,338,0,0,0,=0/56,=0/92,=0/338
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,57,93,339,0,0,0,=0/57,=0/93,=0/339
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,58,94,340,0,0,0,=0/58,=0/94,=0/340
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.54,0,25,123,307,0,0,0,=0/25,=0/123,=0/307
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,60,124,342,0,0,0,=0/60,=0/124,=0/342
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,61,125,343,0,0,0,=0/61,=0/125,=0/343
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.64,0,62,126,344,0,0,0,=0/62,=0/126,=0/344
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,63,127,345,0,0,0,=0/63,=0/127,=0/345
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,64,128,346,0,0,0,=0/64,=0/128,=0/346
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.03,0,65,129,347,0,0,0,=0/65,=0/129,=0/347
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,66,130,348,0,0,0,=0/66,=0/130,=0/348
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,67,131,349,0,0,0,=0/67,=0/131,=0/349
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,68,132,350,0,0,0,=0/68,=0/132,=0/350
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.57,0,69,133,351,0,0,0,=0/69,=0/133,=0/351
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.15,0,70,134,352,0,0,0,=0/70,=0/134,=0/352
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,71,135,353,0,0,0,=0/71,=0/135,=0/353
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.53,0,72,136,354,0,0,0,=0/72,=0/136,=0/354
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.55,0,73,137,355,0,0,0,=0/73,=0/137,=0/355
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,74,138,356,0,0,0,=0/74,=0/138,=0/356
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.67,0,75,139,357,0,0,0,=0/75,=0/139,=0/357
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.6,0,76,140,358,0,0,0,=0/76,=0/140,=0/358
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,77,141,359,0,0,0,=0/77,=0/141,=0/359
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,78,142,360,0,0,0,=0/78,=0/142,=0/360
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.53,0,79,143,361,0,0,0,=0/79,=0/143,=0/361
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,47,123,329,0,0,0,=0/47,=0/123,=0/329
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,81,124,363,0,0,0,=0/81,=0/124,=0/363
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,82,125,364,0,0,0,=0/82,=0/125,=0/364
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,83,126,365,0,0,0,=0/83,=0/126,=0/365
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,84,127,366,0,0,0,=0/84,=0/127,=0/366
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.53,0,80,144,362,0,0,0,=0/80,=0/144,=0/362
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,86,145,368,0,0,0,=0/86,=0/145,=0/368
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.55,0,87,146,369,0,0,0,=0/87,=0/146,=0/369
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,88,147,370,0,0,0,=0/88,=0/147,=0/370
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,89,148,371,0,0,0,=0/89,=0/148,=0/371
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,90,149,372,0,0,0,=0/90,=0/149,=0/372
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,91,150,373,0,0,0,=0/91,=0/150,=0/373
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,92,151,374,0,0,0,=0/92,=0/151,=0/374
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,93,152,375,0,0,0,=0/93,=0/152,=0/375
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,94,153,376,0,0,0,=0/94,=0/153,=0/376
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,95,154,377,0,0,0,=0/95,=0/154,=0/377
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,96,155,378,0,0,0,=0/96,=0/155,=0/378
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,97,156,379,0,0,0,=0/97,=0/156,=0/379
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90718.83,0,98,157,380,0,0,0,=0/98,=0/157,=0/380
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,99,158,381,0,0,0,=0/99,=0/158,=0/381
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,100,159,382,0,0,0,=0/100,=0/159,=0/382
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,101,160,383,0,0,0,=0/101,=0/160,=0/383
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,102,161,384,0,0,0,=0/102,=0/161,=0/384
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,59,95,341,0,0,0,=0/59,=0/95,=0/341
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,104,96,386,0,0,0,=0/104,=0/96,=0/386
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,105,97,387,0,0,0,=0/105,=0/97,=0/387
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.9532894125,0,106,98,388,0,0,0,=0/106,=0/98,=0/388
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,107,99,389,0,0,0,=0/107,=0/99,=0/389
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95328941252,0,108,100,390,0,0,0,=0/108,=0/100,=0/390
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,85,128,367,0,0,0,=0/85,=0/128,=0/367
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,110,129,392,0,0,0,=0/110,=0/129,=0/392
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,111,130,393,0,0,0,=0/111,=0/130,=0/393
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,112,131,394,0,0,0,=0/112,=0/131,=0/394
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,113,132,395,0,0,0,=0/113,=0/132,=0/395
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,114,133,396,0,0,0,=0/114,=0/133,=0/396
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,115,134,397,0,0,0,=0/115,=0/134,=0/397
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,116,135,398,0,0,0,=0/116,=0/135,=0/398
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,117,136,399,0,0,0,=0/117,=0/136,=0/399
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,118,137,400,0,0,0,=0/118,=0/137,=0/400
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,119,138,401,0,0,0,=0/119,=0/138,=0/401
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,120,139,402,0,0,0,=0/120,=0/139,=0/402
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,121,140,403,0,0,0,=0/121,=0/140,=0/403
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,122,141,404,0,0,0,=0/122,=0/141,=0/404
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,123,142,405,0,0,0,=0/123,=0/142,=0/405
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,124,143,406,0,0,0,=0/124,=0/143,=0/406
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,125,144,407,0,0,0,=0/125,=0/144,=0/407
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,126,145,408,0,0,0,=0/126,=0/145,=0/408
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,127,146,409,0,0,0,=0/127,=0/146,=0/409
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,128,147,410,0,0,0,=0/128,=0/147,=0/410
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,129,148,411,0,0,0,=0/129,=0/148,=0/411
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,130,149,412,0,0,0,=0/130,=0/149,=0/412
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,131,150,413,0,0,0,=0/131,=0/150,=0/413
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,132,151,414,0,0,0,=0/132,=0/151,=0/414
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,133,152,415,0,0,0,=0/133,=0/152,=0/415
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,134,153,416,0,0,0,=0/134,=0/153,=0/416
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,135,154,417,0,0,0,=0/135,=0/154,=0/417
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,136,155,418,0,0,0,=0/136,=0/155,=0/418
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,137,156,419,0,0,0,=0/137,=0/156,=0/419
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,138,157,420,0,0,0,=0/138,=0/157,=0/420
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,139,158,421,0,0,0,=0/139,=0/158,=0/421
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,140,159,422,0,0,0,=0/140,=0/159,=0/422
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,141,160,423,0,0,0,=0/141,=0/160,=0/423
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,142,161,424,0,0,0,=0/142,=0/161,=0/424
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,143,162,425,0,0,0,=0/143,=0/162,=0/425
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,144,163,426,0,0,0,=0/144,=0/163,=0/426
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,145,164,427,0,0,0,=0/145,=0/164,=0/427
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,146,165,428,0,0,0,=0/146,=0/165,=0/428
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,100000.0,0,147,166,429,0,0,0,=0/147,=0/166,=0/429
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,148,167,430,0,0,0,=0/148,=0/167,=0/430
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9071.80,0,149,168,431,0,0,0,=0/149,=0/168,=0/431
gemini-2.0-flash-001,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,150,169,432,0,0,0,=0/150,=0/169,=0/432
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,90717.95,0,103,162,385,0,0,0,=0/103,=0/162,=0/385
