Model,Type,Account,Distance,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.166206257996713,0,176,1052,2879,0,0,0,=0/176,=0/1052,=0/2879,=0/29
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,177,1053,2880,0,0,0,=0/177,=0/1053,=0/2880,=0/30
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.937438845342623,0,178,1054,2881,0,0,0,=0/178,=0/1054,=0/2881,=0/31
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.734255586866,0,179,1055,2882,0,0,0,=0/179,=0/1055,=0/2882,=0/32
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.18695387886216,0,180,1056,2883,0,0,0,=0/180,=0/1056,=0/2883,=0/33
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.86084215408221,0,181,1057,2884,0,0,0,=0/181,=0/1057,=0/2884,=0/34
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.48076353782343,0,182,1058,2885,0,0,0,=0/182,=0/1058,=0/2885,=0/35
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.76388603226827,0,183,1059,2886,0,0,0,=0/183,=0/1059,=0/2886,=0/36
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.512292604784715,0,184,1060,2887,0,0,0,=0/184,=0/1060,=0/2887,=0/37
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.90896534380867,0,185,1061,2888,0,0,0,=0/185,=0/1061,=0/2888,=0/38
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.28897569432403,0,186,1062,2889,0,0,0,=0/186,=0/1062,=0/2889,=0/39
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.984845004941285,0,187,1063,2890,0,0,0,=0/187,=0/1063,=0/2890,=0/40
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.734255586866,0,188,1064,2891,0,0,0,=0/188,=0/1064,=0/2891,=0/41
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.552777669262355,0,189,1065,2892,0,0,0,=0/189,=0/1065,=0/2892,=0/42
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.48076353782343,0,190,1066,2893,0,0,0,=0/190,=0/1066,=0/2893,=0/43
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.2490309931942,0,191,1067,2894,0,0,0,=0/191,=0/1067,=0/2894,=0/44
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.56141357987225,0,192,1068,2895,0,0,0,=0/192,=0/1068,=0/2895,=0/45
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.92415526630866,0,193,1069,2896,0,0,0,=0/193,=0/1069,=0/2896,=0/46
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.577769702841312,0,194,1070,2897,0,0,0,=0/194,=0/1070,=0/2897,=0/47
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.05709628591621,0,195,1071,2898,0,0,0,=0/195,=0/1071,=0/2898,=0/48
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.77067730142742,0,196,1072,2899,0,0,0,=0/196,=0/1072,=0/2899,=0/49
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.40930106817051,0,197,1073,2900,0,0,0,=0/197,=0/1073,=0/2900,=0/50
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.28663395418648,0,198,1074,2901,0,0,0,=0/198,=0/1074,=0/2901,=0/51
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,36.3318042491699,0,199,1075,2902,0,0,0,=0/199,=0/1075,=0/2902,=0/52
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.07802986469088,0,200,1076,2903,0,0,0,=0/200,=0/1076,=0/2903,=0/53
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.49637662132068,0,201,1077,2904,0,0,0,=0/201,=0/1077,=0/2904,=0/54
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.7414110874898,0,202,1078,2905,0,0,0,=0/202,=0/1078,=0/2905,=0/55
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.12475680841802,0,203,1079,2906,0,0,0,=0/203,=0/1079,=0/2906,=0/56
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.083217912982647,0,148,1170,2851,0,0,0,=0/148,=0/1170,=0/2851,=0/147
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,27.49545416973504,0,205,1171,2908,0,0,0,=0/205,=0/1171,=0/2908,=0/148
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.436506994600975,0,206,1172,2909,0,0,0,=0/206,=0/1172,=0/2909,=0/149
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,26.758176320519304,0,207,1173,2910,0,0,0,=0/207,=0/1173,=0/2910,=0/150
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.63034344160047,0,208,1174,2911,0,0,0,=0/208,=0/1174,=0/2911,=0/151
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.88552708502482,0,209,1175,2912,0,0,0,=0/209,=0/1175,=0/2912,=0/152
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,28.495613697550013,0,210,1176,2913,0,0,0,=0/210,=0/1176,=0/2913,=0/153
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.109188716004645,0,211,1177,2914,0,0,0,=0/211,=0/1177,=0/2914,=0/154
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.75629439396553,0,212,1178,2915,0,0,0,=0/212,=0/1178,=0/2915,=0/155
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.95157508108432,0,213,1179,2916,0,0,0,=0/213,=0/1179,=0/2916,=0/156
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.46737587922817,0,214,1180,2917,0,0,0,=0/214,=0/1180,=0/2917,=0/157
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,25.495097567963924,0,215,1181,2918,0,0,0,=0/215,=0/1181,=0/2918,=0/158
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.199337741083,0,216,1182,2919,0,0,0,=0/216,=0/1182,=0/2919,=0/159
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.49576240750525,0,217,1183,2920,0,0,0,=0/217,=0/1183,=0/2920,=0/160
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.0,0,218,1184,2921,0,0,0,=0/218,=0/1184,=0/2921,=0/161
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.58834147360065,0,219,1185,2922,0,0,0,=0/219,=0/1185,=0/2922,=0/162
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.18695387886216,0,220,1186,2923,0,0,0,=0/220,=0/1186,=0/2923,=0/163
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.341923257592455,0,221,1187,2924,0,0,0,=0/221,=0/1187,=0/2924,=0/164
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.55430508634199,0,222,1188,2925,0,0,0,=0/222,=0/1188,=0/2925,=0/165
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.67491648096547,0,224,1189,2927,0,0,0,=0/224,=0/1189,=0/2927,=0/166
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,204,1080,2907,0,0,0,=0/204,=0/1080,=0/2907,=0/57
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.10278580995987,0,226,1081,2929,0,0,0,=0/226,=0/1081,=0/2929,=0/58
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.71085446759225,0,227,1082,2930,0,0,0,=0/227,=0/1082,=0/2930,=0/59
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.68026927673638,0,228,1083,2931,0,0,0,=0/228,=0/1083,=0/2931,=0/60
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.591137997862628,0,229,1084,2932,0,0,0,=0/229,=0/1084,=0/2932,=0/61
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.591137997862628,0,230,1085,2933,0,0,0,=0/230,=0/1085,=0/2933,=0/62
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.72613634390714,0,231,1086,2934,0,0,0,=0/231,=0/1086,=0/2934,=0/63
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.61547262794322,0,225,1190,2928,0,0,0,=0/225,=0/1190,=0/2928,=0/167
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.11744421846396,0,233,1191,2936,0,0,0,=0/233,=0/1191,=0/2936,=0/168
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.0,0,234,1192,2937,0,0,0,=0/234,=0/1192,=0/2937,=0/169
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.223278392404914,0,235,1193,2938,0,0,0,=0/235,=0/1193,=0/2938,=0/170
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.37282811247729,0,236,1194,2939,0,0,0,=0/236,=0/1194,=0/2939,=0/171
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.874754901018456,0,237,1195,2940,0,0,0,=0/237,=0/1195,=0/2940,=0/172
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.63034344160047,0,238,1196,2941,0,0,0,=0/238,=0/1196,=0/2941,=0/173
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.675723300355934,0,239,1197,2942,0,0,0,=0/239,=0/1197,=0/2942,=0/174
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.811947441173732,0,240,1198,2943,0,0,0,=0/240,=0/1198,=0/2943,=0/175
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.704599092705436,0,241,1199,2944,0,0,0,=0/241,=0/1199,=0/2944,=0/176
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.91164991562634,0,242,1200,2945,0,0,0,=0/242,=0/1200,=0/2945,=0/177
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.45145736735546,0,243,1201,2946,0,0,0,=0/243,=0/1201,=0/2946,=0/178
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,28.142494558940577,0,244,1202,2947,0,0,0,=0/244,=0/1202,=0/2947,=0/179
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.52776554086889,0,245,1203,2948,0,0,0,=0/245,=0/1203,=0/2948,=0/180
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.144823004794873,0,246,1204,2949,0,0,0,=0/246,=0/1204,=0/2949,=0/181
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.58039891549808,0,247,1205,2950,0,0,0,=0/247,=0/1205,=0/2950,=0/182
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.79932885150268,0,248,1206,2951,0,0,0,=0/248,=0/1206,=0/2951,=0/183
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.61213659975356,0,249,1207,2952,0,0,0,=0/249,=0/1207,=0/2952,=0/184
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.75629439396553,0,250,1208,2953,0,0,0,=0/250,=0/1208,=0/2953,=0/185
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,28.35489375751565,0,251,1209,2954,0,0,0,=0/251,=0/1209,=0/2954,=0/186
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.218007387174026,0,252,1210,2955,0,0,0,=0/252,=0/1210,=0/2955,=0/187
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.155870381627054,0,253,1211,2956,0,0,0,=0/253,=0/1211,=0/2956,=0/188
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.166247903554,0,254,1212,2957,0,0,0,=0/254,=0/1212,=0/2957,=0/189
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.066592756745816,0,255,1213,2958,0,0,0,=0/255,=0/1213,=0/2958,=0/190
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.60368077380221,0,256,1214,2959,0,0,0,=0/256,=0/1214,=0/2959,=0/191
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,27.748873851023216,0,257,1215,2960,0,0,0,=0/257,=0/1215,=0/2960,=0/192
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.62678566222711,0,258,1216,2961,0,0,0,=0/258,=0/1216,=0/2961,=0/193
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.34666400106613,0,259,1217,2962,0,0,0,=0/259,=0/1217,=0/2962,=0/194
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.79932885150268,0,260,1218,2963,0,0,0,=0/260,=0/1218,=0/2963,=0/195
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.874754901018456,0,261,1219,2964,0,0,0,=0/261,=0/1219,=0/2964,=0/196
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,28.635642126552707,0,262,1220,2965,0,0,0,=0/262,=0/1220,=0/2965,=0/197
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.984845004941285,0,263,1221,2966,0,0,0,=0/263,=0/1221,=0/2966,=0/198
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.0,0,264,1222,2967,0,0,0,=0/264,=0/1222,=0/2967,=0/199
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.223278392404914,0,265,1223,2968,0,0,0,=0/265,=0/1223,=0/2968,=0/200
gemini-1.5-flash-8b-001,CoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,29.765752132274432,0,266,1224,2969,0,0,0,=0/266,=0/1224,=0/2969,=0/201
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.734255586866,0,232,1087,2935,0,0,0,=0/232,=0/1087,=0/2935,=0/64
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.08812109811862,0,267,1088,2970,0,0,0,=0/267,=0/1088,=0/2970,=0/65
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.1058907144937,0,268,1089,2971,0,0,0,=0/268,=0/1089,=0/2971,=0/66
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.526911934581186,0,269,1090,2972,0,0,0,=0/269,=0/1090,=0/2972,=0/67
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.35533905932738,0,270,1091,2973,0,0,0,=0/270,=0/1091,=0/2973,=0/68
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.937438845342623,0,271,1092,2974,0,0,0,=0/271,=0/1092,=0/2974,=0/69
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.61213659975356,0,272,1093,2975,0,0,0,=0/272,=0/1093,=0/2975,=0/70
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,36.823905279043935,0,273,1094,2976,0,0,0,=0/273,=0/1094,=0/2976,=0/71
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.52463933666322,0,274,1095,2977,0,0,0,=0/274,=0/1095,=0/2977,=0/72
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.734255586866,0,275,1096,2978,0,0,0,=0/275,=0/1096,=0/2978,=0/73
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.9857113690718,0,276,1097,2979,0,0,0,=0/276,=0/1097,=0/2979,=0/74
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.903074280724887,0,277,1098,2980,0,0,0,=0/277,=0/1098,=0/2980,=0/75
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.64101615137755,0,278,1099,2981,0,0,0,=0/278,=0/1099,=0/2981,=0/76
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.85262175962151,0,279,1100,2982,0,0,0,=0/279,=0/1100,=0/2982,=0/77
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.555923471125034,0,280,1101,2983,0,0,0,=0/280,=0/1101,=0/2983,=0/78
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.464265445104548,0,281,1102,2984,0,0,0,=0/281,=0/1102,=0/2984,=0/79
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,34.23448553724738,0,282,1103,2985,0,0,0,=0/282,=0/1103,=0/2985,=0/80
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,28.160255680657446,0,283,1104,2986,0,0,0,=0/283,=0/1104,=0/2986,=0/81
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.52776554086889,0,284,1105,2987,0,0,0,=0/284,=0/1105,=0/2987,=0/82
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.83784863137726,0,285,1106,2988,0,0,0,=0/285,=0/1106,=0/2988,=0/83
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,32.28002478313795,0,286,1107,2989,0,0,0,=0/286,=0/1107,=0/2989,=0/84
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,33.1058907144937,0,287,1108,2990,0,0,0,=0/287,=0/1108,=0/2990,=0/85
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,30.0,0,288,1109,2991,0,0,0,=0/288,=0/1109,=0/2991,=0/86
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,36.359317925395686,0,289,1110,2992,0,0,0,=0/289,=0/1110,=0/2992,=0/87
gemini-1.5-flash-8b-001,one_shot,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,35.08560958569767,0,290,1111,2993,0,0,0,=0/290,=0/1111,=0/2993,=0/88
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,40.93897898091744,0,223,658,2926,0,0,0,=0/223,=0/658,=0/2926,=0/1
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,292,659,2995,0,0,0,=0/292,=0/659,=0/2995,=0/2
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,47.138094997570704,0,293,660,2996,0,0,0,=0/293,=0/660,=0/2996,=0/3
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,45.8475735453906,0,294,661,2997,0,0,0,=0/294,=0/661,=0/2997,=0/4
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,41.593268686170845,0,295,662,2998,0,0,0,=0/295,=0/662,=0/2998,=0/5
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,46.10856753359401,0,296,663,2999,0,0,0,=0/296,=0/663,=0/2999,=0/6
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,297,664,3000,0,0,0,=0/297,=0/664,=0/3000,=0/7
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,#,0,298,665,3001,0,0,0,=0/298,=0/665,=0/3001,=0/8
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,#,0,299,666,3002,0,0,0,=0/299,=0/666,=0/3002,=0/9
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,45.13313638558703,0,300,667,3003,0,0,0,=0/300,=0/667,=0/3003,=0/10
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,301,668,3004,0,0,0,=0/301,=0/668,=0/3004,=0/11
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,43.965895873961216,0,302,669,3005,0,0,0,=0/302,=0/669,=0/3005,=0/12
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,44.12482294582042,0,303,670,3006,0,0,0,=0/303,=0/670,=0/3006,=0/13
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,+,0,304,671,3007,0,0,0,=0/304,=0/671,=0/3007,=0/14
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,#,0,305,672,3008,0,0,0,=0/305,=0/672,=0/3008,=0/15
gemini-1.5-flash-8b-001,PoT,q1_m7X2LC4GpkD9pGZPUgdKEh1GHdAAAJoqPMA==,31.464265445104548,0,306,673,3009,0,0,0,=0/306,=0/673,=0/3009,=0/16
