Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,180,591,1466,116,0,469,=116/180,=0/591,=469/1466,=0/36
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,181,592,1467,116,0,469,=116/181,=0/592,=469/1467,=0/37
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.91,0,182,593,1468,116,0,469,=116/182,=0/593,=469/1468,=0/38
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,183,594,1469,116,0,469,=116/183,=0/594,=469/1469,=0/39
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.83485,1,603,358,1247,139,354,354,=139/603,=354/358,=354/1247,=139/142
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8446,1,644,477,1471,140,470,470,=140/644,=470/477,=470/1471,=140/143
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.83308,1,645,478,1472,141,471,471,=141/645,=471/478,=471/1472,=141/144
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8327,1,646,479,1473,142,472,472,=142/646,=472/479,=472/1473,=142/145
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.835555386,1,647,480,1474,143,473,473,=143/647,=473/480,=473/1474,=143/146
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.81974613,1,648,481,1475,144,474,474,=144/648,=474/481,=474/1475,=144/147
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,643,399,1443,139,0,469,=139/643,=0/399,=469/1443,=0/163
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,650,400,1477,145,0,475,=145/650,=0/400,=475/1477,=0/164
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,651,401,1478,145,0,475,=145/651,=0/401,=475/1478,=0/165
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,652,402,1479,145,0,475,=145/652,=0/402,=475/1479,=0/166
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,653,403,1480,145,0,475,=145/653,=0/403,=475/1480,=0/167
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,654,404,1481,145,0,475,=145/654,=0/404,=475/1481,=0/168
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,655,405,1482,145,0,475,=145/655,=0/405,=475/1482,=0/169
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,656,406,1483,145,0,475,=145/656,=0/406,=475/1483,=0/170
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,657,407,1484,145,0,475,=145/657,=0/407,=475/1484,=0/171
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,658,408,1485,145,0,475,=145/658,=0/408,=475/1485,=0/172
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,#,0,108,374,1369,69,0,422,=69/108,=0/374,=422/1369,=0/25
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,#,0,185,410,1487,116,0,475,=116/185,=0/410,=475/1487,=0/26
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,#,0,186,411,1488,116,0,475,=116/186,=0/411,=475/1488,=0/27
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,187,412,1489,116,0,475,=116/187,=0/412,=475/1489,=0/28
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,188,413,1490,116,0,475,=116/188,=0/413,=475/1490,=0/29
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,189,414,1491,116,0,475,=116/189,=0/414,=475/1491,=0/30
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,190,415,1492,116,0,475,=116/190,=0/415,=475/1492,=0/31
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,191,416,1493,116,0,475,=116/191,=0/416,=475/1493,=0/32
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,192,417,1494,116,0,475,=116/192,=0/417,=475/1494,=0/33
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,193,418,1495,116,0,475,=116/193,=0/418,=475/1495,=0/34
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,194,419,1496,116,0,475,=116/194,=0/419,=475/1496,=0/35
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,195,420,1497,116,0,475,=116/195,=0/420,=475/1497,=0/36
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,196,421,1498,116,0,475,=116/196,=0/421,=475/1498,=0/37
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,197,422,1499,116,0,475,=116/197,=0/422,=475/1499,=0/38
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,198,423,1500,116,0,475,=116/198,=0/423,=475/1500,=0/39
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,199,424,1501,116,0,475,=116/199,=0/424,=475/1501,=0/40
gemini-2.0-flash-001,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,+,0,200,425,1502,116,0,475,=116/200,=0/425,=475/1502,=0/41
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.833,1,649,482,1476,145,475,475,=145/649,=475/482,=475/1476,=145/148
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.833,1,660,483,1504,146,476,476,=146/660,=476/483,=476/1504,=146/149
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783,1.81977,1,661,484,1505,147,477,477,=147/661,=477/484,=477/1505,=147/150
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.028758,1.832263,1,662,485,1506,148,478,478,=148/662,=478/485,=478/1506,=148/151
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8322,1,663,486,1507,149,479,479,=149/663,=479/486,=479/1507,=149/152
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8197,1,664,487,1508,150,480,480,=150/664,=480/487,=480/1508,=150/153
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783857,1.81974744754,1,665,488,1509,151,481,481,=151/665,=481/488,=481/1509,=151/154
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.83231,1,666,489,1510,152,482,482,=152/666,=482/489,=482/1510,=152/155
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8536,1,667,490,1511,153,483,483,=153/667,=483/490,=483/1511,=153/156
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.819746049,1,668,491,1512,154,484,484,=154/668,=484/491,=484/1512,=154/157
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,659,409,1486,145,0,475,=145/659,=0/409,=475/1486,=0/173
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,670,427,1514,155,0,485,=155/670,=0/427,=485/1514,=0/174
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,671,428,1515,155,0,485,=155/671,=0/428,=485/1515,=0/175
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,672,429,1516,155,0,485,=155/672,=0/429,=485/1516,=0/176
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,673,430,1517,155,0,485,=155/673,=0/430,=485/1517,=0/177
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.03,1.85,1,669,492,1513,155,485,485,=155/669,=485/492,=485/1513,=155/158
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783856,1.83206666261,1,675,493,1519,156,486,486,=156/675,=486/493,=486/1519,=156/159
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8197477,1,676,494,1520,157,487,487,=157/676,=487/494,=487/1520,=157/160
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0288,1.8197,1,677,495,1521,158,488,488,=158/677,=488/495,=488/1521,=158/161
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8197,1,678,496,1522,159,489,489,=159/678,=489/496,=489/1522,=159/162
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8197477,1,679,497,1523,160,490,490,=160/679,=490/497,=490/1523,=160/163
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.844,1,680,498,1524,161,491,491,=161/680,=491/498,=491/1524,=161/164
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.8442,1,681,499,1525,162,492,492,=162/681,=492/499,=492/1525,=162/165
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.83405,1,682,500,1526,163,493,493,=163/682,=493/500,=493/1526,=163/166
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.834263476,1,683,501,1527,164,494,494,=164/683,=494/501,=494/1527,=164/167
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.91,0,184,595,1470,116,0,469,=116/184,=0/595,=469/1470,=0/40
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,202,596,1529,116,0,495,=116/202,=0/596,=495/1529,=0/41
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,203,597,1530,116,0,495,=116/203,=0/597,=495/1530,=0/42
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,204,598,1531,116,0,495,=116/204,=0/598,=495/1531,=0/43
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.91,0,205,599,1532,116,0,495,=116/205,=0/599,=495/1532,=0/44
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,206,600,1533,116,0,495,=116/206,=0/600,=495/1533,=0/45
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.1656,0.8956,0,207,601,1534,116,0,495,=116/207,=0/601,=495/1534,=0/46
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,208,602,1535,116,0,495,=116/208,=0/602,=495/1535,=0/47
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.1656,0.8956,0,209,603,1536,116,0,495,=116/209,=0/603,=495/1536,=0/48
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,210,604,1537,116,0,495,=116/210,=0/604,=495/1537,=0/49
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,211,605,1538,116,0,495,=116/211,=0/605,=495/1538,=0/50
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,212,606,1539,116,0,495,=116/212,=0/606,=495/1539,=0/51
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,213,607,1540,116,0,495,=116/213,=0/607,=495/1540,=0/52
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,214,608,1541,116,0,495,=116/214,=0/608,=495/1541,=0/53
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,215,609,1542,116,0,495,=116/215,=0/609,=495/1542,=0/54
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,216,610,1543,116,0,495,=116/216,=0/610,=495/1543,=0/55
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,217,611,1544,116,0,495,=116/217,=0/611,=495/1544,=0/56
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,218,612,1545,116,0,495,=116/218,=0/612,=495/1545,=0/57
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,219,613,1546,116,0,495,=116/219,=0/613,=495/1546,=0/58
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.91,0,220,614,1547,116,0,495,=116/220,=0/614,=495/1547,=0/59
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,221,615,1548,116,0,495,=116/221,=0/615,=495/1548,=0/60
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,222,616,1549,116,0,495,=116/222,=0/616,=495/1549,=0/61
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.1656,0.8956,0,223,617,1550,116,0,495,=116/223,=0/617,=495/1550,=0/62
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,224,618,1551,116,0,495,=116/224,=0/618,=495/1551,=0/63
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,225,619,1552,116,0,495,=116/225,=0/619,=495/1552,=0/64
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.91,0,226,620,1553,116,0,495,=116/226,=0/620,=495/1553,=0/65
gemini-2.0-flash-001,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1.11,0.9,0,227,621,1554,116,0,495,=116/227,=0/621,=495/1554,=0/66
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783856,1.81974518915,1,684,502,1528,165,495,495,=165/684,=495/502,=495/1528,=165/168
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875783857,1.8197546137,1,685,503,1556,166,496,496,=166/685,=496/503,=496/1556,=166/169
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.844,1,686,504,1557,167,497,497,=167/686,=497/504,=497/1557,=167/170
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8446,1,687,505,1558,168,498,498,=168/687,=498/505,=498/1558,=168/171
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8197477,1,688,506,1559,169,499,499,=169/688,=499/506,=499/1559,=169/172
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.03,1.838,1,689,507,1560,170,500,500,=170/689,=500/507,=500/1560,=170/173
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875,1.8448,1,690,508,1561,171,501,501,=171/690,=501/508,=501/1561,=171/174
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.8344634557,1,691,509,1562,172,502,502,=172/691,=502/509,=502/1562,=172/175
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,0.860334,0.746837,0,692,510,1563,172,502,502,=172/692,=502/510,=502/1563,=172/176
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8347,1,693,511,1564,173,503,503,=173/693,=503/511,=503/1564,=173/177
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.833,1,694,512,1565,174,504,504,=174/694,=504/512,=504/1565,=174/178
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.028758,1.819771,1,695,513,1566,175,505,505,=175/695,=505/513,=505/1566,=175/179
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578386,1.832262413,1,696,514,1567,176,506,506,=176/696,=506/514,=506/1567,=176/180
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02,1.826,1,697,515,1568,177,507,507,=177/697,=507/515,=507/1568,=177/181
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.83307,1,698,516,1569,178,508,508,=178/698,=508/516,=508/1569,=178/182
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.835,1,699,517,1570,179,509,509,=179/699,=509/517,=509/1570,=179/183
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.844,1,700,518,1571,180,510,510,=180/700,=510/518,=510/1571,=180/184
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02875,1.8323,1,701,519,1572,181,511,511,=181/701,=511/519,=511/1572,=181/185
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.02876,1.8322,1,702,520,1573,182,512,512,=182/702,=512/520,=512/1573,=182/186
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.03,1.819,1,703,521,1574,183,513,513,=183/703,=513/521,=513/1574,=183/187
gemini-2.0-flash-001,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2.0287578,1.8346,1,704,522,1575,184,514,514,=184/704,=514/522,=514/1575,=184/188
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,674,431,1518,155,0,485,=155/674,=0/431,=485/1518,=0/178
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,706,432,1577,185,0,515,=185/706,=0/432,=515/1577,=0/179
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,707,433,1578,185,0,515,=185/707,=0/433,=515/1578,=0/180
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,708,434,1579,185,0,515,=185/708,=0/434,=515/1579,=0/181
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,709,435,1580,185,0,515,=185/709,=0/435,=515/1580,=0/182
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,710,436,1581,185,0,515,=185/710,=0/436,=515/1581,=0/183
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,711,437,1582,185,0,515,=185/711,=0/437,=515/1582,=0/184
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,712,438,1583,185,0,515,=185/712,=0/438,=515/1583,=0/185
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,713,439,1584,185,0,515,=185/713,=0/439,=515/1584,=0/186
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,714,440,1585,185,0,515,=185/714,=0/440,=515/1585,=0/187
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,715,441,1586,185,0,515,=185/715,=0/441,=515/1586,=0/188
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,716,442,1587,185,0,515,=185/716,=0/442,=515/1587,=0/189
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,717,443,1588,185,0,515,=185/717,=0/443,=515/1588,=0/190
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,718,444,1589,185,0,515,=185/718,=0/444,=515/1589,=0/191
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,719,445,1590,185,0,515,=185/719,=0/445,=515/1590,=0/192
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,720,446,1591,185,0,515,=185/720,=0/446,=515/1591,=0/193
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,721,447,1592,185,0,515,=185/721,=0/447,=515/1592,=0/194
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,722,448,1593,185,0,515,=185/722,=0/448,=515/1593,=0/195
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,723,449,1594,185,0,515,=185/723,=0/449,=515/1594,=0/196
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,724,450,1595,185,0,515,=185/724,=0/450,=515/1595,=0/197
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,725,451,1596,185,0,515,=185/725,=0/451,=515/1596,=0/198
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,726,452,1597,185,0,515,=185/726,=0/452,=515/1597,=0/199
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,727,453,1598,185,0,515,=185/727,=0/453,=515/1598,=0/200
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,728,454,1599,185,0,515,=185/728,=0/454,=515/1599,=0/201
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,729,455,1600,185,0,515,=185/729,=0/455,=515/1600,=0/202
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,730,456,1601,185,0,515,=185/730,=0/456,=515/1601,=0/203
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,731,457,1602,185,0,515,=185/731,=0/457,=515/1602,=0/204
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,732,458,1603,185,0,515,=185/732,=0/458,=515/1603,=0/205
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,733,459,1604,185,0,515,=185/733,=0/459,=515/1604,=0/206
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,734,460,1605,185,0,515,=185/734,=0/460,=515/1605,=0/207
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,735,461,1606,185,0,515,=185/735,=0/461,=515/1606,=0/208
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,736,462,1607,185,0,515,=185/736,=0/462,=515/1607,=0/209
gemini-2.0-flash-001,PoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,737,463,1608,185,0,515,=185/737,=0/463,=515/1608,=0/210
